reduced_formula,spacegroup_number
TaBeSn,107
TaBeTc,99
TaBeTc,107
TaBeV2,99
TaBeW2,119
TaBeZn2,99
TaBiOs,216
TaBiPt,216
TaBiRu,216
TaC,216
TaC,221
TaC,225
TaCdPt,216
TaCo,221
TaCo2,227
TaCo2Os,123
TaCo3,194
TaCo3,221
TaCo4Mo,164
TaCoC,216
TaCoGe,62
TaCoGe,216
TaCoPb,216
TaCoPt,216
TaCoSb,216
TaCoSi,62
TaCoSi,216
TaCoSn,216
TaCoSn2,216
TaCr2,227
TaCr2Re,71
TaCr4W,216
TaCrP,62
TaCrPt,216
TaCrRe2,71
TaCu3Se4,215
TaCuPt,216
TaCuRh2,225
TaCuSi,216
TaFe,166
TaFe2,194
TaFe2Ag,216
TaFe2Ag,225
TaFe2As,216
TaFe2As,225
TaFe2Au,216
TaFe2Au,225
TaFe2B,216
TaFe2B,225
TaFe2Bi,216
TaFe2Bi,225
TaFe2Ge,71
TaFe2Ge,225
TaFe4Si,164
TaFe4W,164
TaFeAg,216
TaFeAg2,216
TaFeAg2,225
TaFeAs,62
TaFeAs,216
TaFeAs2,216
TaFeAs2,225
TaFeAu,216
TaFeAu2,216
TaFeAu2,225
TaFeB,189
TaFeB,216
TaFeB2,216
TaFeB2,225
TaFeBi,216
TaFeBi2,216
TaFeBi2,225
TaFeGe,62
TaFeP,62
TaFeP,216
TaFePt,216
TaFeRu2,225
TaFeSb,216
TaFeSi,62
TaFeSn,216
TaGa2Cu,123
TaGa3,139
TaGaCo2,139
TaGaCo2,225
TaGaFe2,225
TaGaNi,216
TaGaNi2,225
TaGaOs,99
TaGaOs2,225
TaGaPd,216
TaGaPt,216
TaGaRh2,123
TaGaRu2,225
TaGaTcOs,216
TaGe2,180
TaGeAs,216
TaGeIr,216
TaGePt,216
TaGeRh,62
TaGeRh,216
TaGeRu2,71
TaGeRu2,225
TaH2,225
TaHgPt,216
TaInNi,216
TaInNi2,225
TaInPd,216
TaInPt,216
TaInRh2,71
TaInRu2,123
TaInRu2,225
TaIr3,194
TaIr3,221
TaIrPb,216
TaIrPt,216
TaMn2,194
TaMn2Al,225
TaMn2Be,119
TaMn2Nb,123
TaMn2Nb,225
TaMn2O3,191
TaMn2Sb,225
TaMn2Sn,225
TaMn2V,123
TaMn2V,225
TaMn4Os,216
TaMn4Ru,216
TaMn4W,216
TaMnAl2,99
TaMnAs,216
TaMnAs2,99
TaMnGe,189
TaMnNbTc,216
TaMnP,62
TaMnPt,216
TaMnRe2,71
TaMnRu2,225
TaMnSb,216
TaMnSi,189
TaMnSiRu,216
TaMnTe,216
TaMo,221
TaMo2,139
TaMo3,123
TaMo3,225
TaMoPt,216
TaMoW,42
TaMoW2,71
TaMoW2,123
TaMoW2,216
TaMoW2,225
TaN,187
TaN,189
TaN,191
TaN,194
TaN,221
TaN,225
TaN2,191
TaN2,194
TaN2,205
TaNb,65
TaNb,221
TaNb2Ga,123
TaNb2In,123
TaNb2Mo,71
TaNb2Mo,123
TaNb2Ru,123
TaNb2Tc,225
TaNb2W,71
TaNb2W,123
TaNb2W,225
TaNb2Zn,123
TaNbAl6,123
TaNbAs,216
TaNbCr4,216
TaNbCrOs,216
TaNbCrRu,216
TaNbMo,42
TaNbMo2,123
TaNbMo2,225
TaNbMoIr,216
TaNbMoOs,216
TaNbMoRh,216
TaNbMoRu,216
TaNbMoW,216
TaNbOs2,71
TaNbOsW,216
TaNbPd,107
TaNbPt,216
TaNbRhW,216
TaNbRuW,216
TaNbTc,107
TaNbTcOs,216
TaNbTcRu,99
TaNbTcRu,216
TaNbTcW,216
TaNbV,42
TaNbV,107
TaNbW,42
TaNbW,107
TaNbW2,71
TaNbW2,225
TaNbZn4,216
TaNi2,139
TaNi2Rh,123
TaNi3,11
TaNi3,59
TaNiB,63
TaNiB,216
TaNiB2,62
TaNiGe,62
TaNiP,62
TaNiPt,216
TaNiTe5,63
TaO2,136
TaOs2Pt,123
TaOsPb,216
TaOsPt,216
TaP,141
TaP,187
TaPOs,216
TaPRh,62
TaPRu,62
TaPRu,216
TaPd,129
TaPd2,71
TaPd3,139
TaPdPt,216
TaPt,123
TaPt2,63
TaPt3,59
TaPtAu,216
TaPtPb,216
TaPtRh,216
TaPtW,216
TaRe2Mo,71
TaRePt,216
TaReSi,189
TaReW2,71
TaRh2Au,123
TaRh3,221
TaRhC,216
TaRhPb,216
TaRu,123
TaRu,221
TaRu2Pt,123
TaRu2Rh,123
TaRu3,139
TaRu3,221
TaRu3C,221
TaRuPt,216
TaRuPt2,123
TaS,187
TaS2,164
TaS2,194
TaSb2,12
TaSbOs,216
TaSbPt,216
TaSbRu,216
TaSe2,187
TaSe2,194
TaSi2,180
TaSi2,181
TaSiAs,129
TaSiIr,62
TaSiIr,216
TaSiNi,62
TaSiPt,216
TaSiRh,62
TaSiRh,216
TaSiRu2,225
TaSiTc2,71
TaSiTc2,225
TaSnIr,216
TaSnPt,216
TaSnRh,216
TaTc,221
TaTc2,139
TaTc2As,216
TaTc2Ge,71
TaTc2Ge,225
TaTc2Mo,225
TaTc2Sn,71
TaTc2Sn,225
TaTc2W,123
TaTc2W,225
TaTcGeOs,216
TaTcPb2,216
TaTcPt,216
TaTi2Au,123
TaTi2Be,119
TaTi2Cd,123
TaTi2Fe,123
TaTi2Hg,123
TaTi2Mn,123
TaTi2Os,123
TaTi2Os,225
TaTi2Rh,123
TaTi2Ru,123
TaTi2Ru,225
TaTi2Sb,123
TaTi2Sn,123
TaTi2Tc,123
TaTi2V,216
TaTi2Zn,123
TaTi3Tc2,123
TaTiAl,216
TaTiAl2,123
TaTiAl6,123
TaTiBe,107
TaTiBe2,123
TaTiBe2,139
TaTiCrOs,216
TaTiFe2,225
TaTiFe4,164
TaTiFeTc,216
TaTiMn2,225
TaTiMnFe,216
TaTiMo2,71
TaTiMo2,123
TaTiMo2,225
TaTiMoRh,216
TaTiNb2,123
TaTiNbMo,216
TaTiNbOs,216
TaTiNbPt,216
TaTiNbTc,216
TaTiNbW,216
TaTiOs2,225
TaTiOsRu,216
TaTiPt,216
TaTiPt2,123
TaTiRe2,225
TaTiRu2,123
TaTiRu2,225
TaTiTcIr,216
TaTiTcMo,216
TaTiTcRh,216
TaTiTcRu,216
TaTiVOs,216
TaTl3Se4,217
TaTlNi,216
TaTlPt,216
TaV,221
TaV2,227
TaV2Fe,216
TaV2Ga,123
TaV2Mo,123
TaV2Os,225
TaV2Re,71
TaV2W,123
TaVMo2,123
TaVMo2,225
TaVMoOs,216
TaVOs2,225
TaVPt,216
TaVRu,107
TaVTc2,123
TaVTcMo,216
TaVW2,71
TaW,65
TaW,129
TaW,221
TaW,227
TaW3,123
TaW3,225
TaZn2,194
TaZn2Ga,123
TaZn3,221
TaZnAs,216
TaZnCo2,225
TaZnCoOs,216
TaZnNi2,47
TaZnNi2,71
TaZnOs2,225
TaZnOsRu,216
TaZnPt,216
TaZnPt2,123
TaZnRh2,225
TaZnRu2,225
Tb(Al5Ru)2,63
Tb(AlAg)2,139
Tb(AlC)3,194
Tb(CuGe)2,139
Tb(CuSi)2,139
Tb(FeSi)2,139
Tb(GaIr)2,139
Tb(GeIr)2,129
Tb(GePd)2,139
Tb(GeRh)2,139
Tb(GeRu)2,139
Tb(MnSi)2,139
Tb(NbSn)6,191
Tb(NiP)2,139
Tb(NiSb)2,129
Tb(P3Ru)4,204
Tb(SiAg)2,139
Tb(SiAu)2,139
Tb(SiIr)2,129
Tb(SiIr)2,139
Tb(SiNi)2,139
Tb(SiOs)2,139
Tb(SiPd)2,139
Tb(SiRh)2,139
Tb(SiRu)2,139
Tb(TiGa2)2,139
Tb(ZnAu)2,139
Tb2(Ga3Ru)3,63
Tb2AgIr,225
Tb2AgPd,123
Tb2Al,62
Tb2CdGe2,127
Tb2CuAg,123
Tb2CuPt,26
Tb2Ge2Ru,12
Tb2Hf3Si4,92
Tb2In,194
Tb2InAg,123
Tb2InAu2,127
Tb2InGe2,127
Tb2InNi2,65
Tb2InPd2,127
Tb2IrPd,225
Tb2IrRh,225
Tb2IrRu,225
Tb2MgGe2,127
Tb2MgPd2,127
Tb2MnGa6,225
Tb2NiAs2,194
Tb2Pd2Pb,127
Tb2PdRu,225
Tb2Pt,62
Tb2Si5Ru3,72
Tb2Sn2O7,227
Tb2Ti2O7,227
Tb2ZnAg,123
Tb2ZnCu,123
Tb2ZnNi2,71
Tb2ZnSb4,115
Tb3(Al3Ru)4,194
Tb3(CuSi)4,71
Tb3Al,221
Tb3Al2,136
Tb3AlC,221
Tb3AlN,221
Tb3Co4Ge13,223
Tb3Cu3Sb4,220
Tb3Ga15Ru4,62
Tb3Ga8Ag3,71
Tb3GaO6,36
Tb3Ge13Ir4,223
Tb3Ge13Os4,223
Tb3Ge13Rh4,223
Tb3Ge13Ru4,223
Tb3Ge3Ir2,63
Tb3Ge3Ru2,63
Tb3InN,221
Tb3Mn3Ga2Si,189
Tb3Ru,62
Tb3Sb4Au3,220
Tb3Sc,139
Tb3Sc,221
Tb4Bi3,220
Tb4CdRh,216
Tb4Ga12Ag,229
Tb4Ga12Fe,229
Tb4Ga12Pd,229
Tb4Ge6Ir7,229
Tb4InIr,216
Tb4InRh,216
Tb4MgIr,216
Tb4Sb3,220
Tb5Bi3,193
Tb5BiAu2,140
Tb5Ge3,193
Tb5Ru2,15
Tb5Sn3,193
TbAg,221
TbAg2,139
TbAg3,139
TbAg3,194
TbAgGe,189
TbAgHg2,225
TbAgPb,186
TbAgSn,186
TbAgSn,187
TbAl,57
TbAl,221
TbAl2,227
TbAl4Ni,63
TbAlAg2,225
TbAlCu,74
TbAlCu2,225
TbAlGa,187
TbAlPd,62
TbAlPd,189
TbAsPd,62
TbB2Ru,62
TbB2Ru3,191
TbBPd3,221
TbBi,225
TbBiPd,216
TbBiPd2,225
TbBiPt,216
TbCdAg2,225
TbCdAu2,225
TbCdNi4,216
TbCdPd2,225
TbCdRh2,225
TbCoC2,38
TbCoSi2,63
TbCoSn,62
TbCrO4,141
TbCu,221
TbCu2,74
TbCu2Ni3,191
TbCu4Ag,216
TbCu4Au,216
TbCu5,191
TbCuAs2,129
TbCuGe,187
TbCuPb,186
TbCuSb2,129
TbCuSi,187
TbCuSi,194
TbCuSn,194
TbDyHg2,225
TbErIn2,225
TbErRh2,225
TbFeSi,129
TbGa,63
TbGa2,191
TbGa2Ag,62
TbGa2Co3,191
TbGa2Pd,63
TbGa3,221
TbGa3Os,221
TbGa3Ru,221
TbGa5Co,123
TbGa5Fe,123
TbGaAg,12
TbGaPd,62
TbGaPt,62
TbGaRh2,225
TbGe2,141
TbGeAu,186
TbGeIr,62
TbGePd2,62
TbGeRh,62
TbGeRu,62
TbHf,187
TbHfPt,216
TbHfSc,216
TbIn3,221
TbIn5Rh,123
TbInAg2,225
TbInAu,189
TbInAu2,225
TbInCo2,51
TbInCu,189
TbInCu2,225
TbInCu4,216
TbInIr,189
TbInPd,189
TbInPd2,225
TbInPt2,194
TbInPt4,216
TbInRh,189
TbInRh2,225
TbLuHg2,225
TbMg2Cu,225
TbMgAu2,225
TbMgCd2,225
TbMgHg2,225
TbMgRh2,225
TbMnSi,62
TbNbPt,216
TbNi,63
TbNi4Au,216
TbNi4B,191
TbNiBi,216
TbNiC2,38
TbNiSb,216
TbNiSn,62
TbPPt,187
TbPbAu,216
TbPd,62
TbPd,63
TbPd3,221
TbPmRh2,225
TbPrZn2,225
TbPt2,227
TbPt3,221
TbRe2,194
TbRh2Pb,225
TbRu2,194
TbRuPt,216
TbSb,225
TbSb2,64
TbSbPd,186
TbSbPd,194
TbSbPt,216
TbSbRh,62
TbSc,187
TbScGe,139
TbScIn,216
TbScNb,216
TbScRu,216
TbScSb,129
TbScSi2,38
TbScTa,216
TbScZn,216
TbSi3Ir,107
TbSi3Rh,107
TbSiPd2,62
TbSiRu,62
TbSmHg2,225
TbSn2,63
TbSn3,221
TbSnAu,186
TbSnAu,194
TbSnAu2,225
TbSnGe,63
TbSnPd2,225
TbSnPt,62
TbSnRh,189
TbSnRh2,225
TbTaPt,216
TbTiGe,139
TbTlAg2,225
TbTlPd,189
TbTmIn2,225
TbTmRh2,225
TbV,221
TbVB4,55
TbYHg2,225
TbYIr2,225
TbYRh2,225
TbYTl2,225
TbYbHg2,225
TbYbPt2,225
TbYbRh2,225
TbZn,221
TbZn2,74
TbZnAgAs2,156
TbZnNi,189
TbZnPt,216
TbZnRh,62
TbZnSi,187
TbZnSn,194
TbZrSb,139
Tc2GeMo,71
Tc2GeW,225
Tc2MoPd,123
Tc2MoPt,123
Tc2MoRh,123
Tc2NiMo,119
Tc2NiMo,123
Tc2PtW,123
Tc2RhW,123
Tc3Ru,25
Tc3Ru,194
Tc5Ru,65
TcAsPd2,216
TcAsW2,216
TcIrOs,216
TcMo2,139
TcMo2Ir,123
TcMo2W,47
TcMo2W,123
TcMo3,225
TcMoW2,99
TcMoW2,123
TcNiP,216
TcNiW,216
TcRu2W,123
TcRu3,194
TcRuPt,216
TcTeS,216
TcW3,225
Te2Pd3,63
Te2Ru,58
Te2Ru,205
Th(AlAu)2,129
Th(AlC)4,87
Th(CuP)2,164
Th(CuSi)2,139
Th(CuSn)2,129
Th(GeAu)2,139
Th(GeIr)2,129
Th(GeOs)2,139
Th(GePd)2,139
Th(GePt)2,129
Th(GePt)2,139
Th(GeRh)2,139
Th(GeRu)2,139
Th(NiP)2,129
Th(P3Ru)4,204
Th(SiAu)2,139
Th(SiIr)2,129
Th(SiIr)2,139
Th(SiNi)2,139
Th(SiOs)2,139
Th(SiPd)2,139
Th(SiPt)2,129
Th(SiPt)2,139
Th(SiRh)2,139
Th(SiRu)2,139
Th2Ag,140
Th2Al2C3,58
Th2Al7,55
Th2AlH4,140
Th2BiN2,139
Th2CdHg,225
Th2Cu,140
Th2Ga,140
Th2In,140
Th2InPd2,127
Th2Pd,140
Th2SbN2,139
Th2TlHg,225
Th2Zn,140
Th3Al2,127
Th3Bi4,220
Th3Ga2,127
Th3Ge2,127
Th3In,221
Th3Sb4,220
Th3Si2,127
Th3Sn13Rh4,223
Th4AgPd,97
Th5Sn4,193
Th7Pt3,186
Th7Ru3,186
ThAg2,191
ThAl,63
ThAl2,191
ThAl2,227
ThAl3,194
ThAl3Ni2,191
ThAlCu2,225
ThAlIr,189
ThAlPd,189
ThAlPt,189
ThAlRh,189
ThB2Ru3,191
ThB4Mo,65
ThB4W,65
ThBi,221
ThBi2,129
ThBiRh,216
ThCdAg2,225
ThCdAu2,225
ThCdCu2,225
ThCdHg2,225
ThCdPd2,225
ThCdPt2,225
ThCdRh2,225
ThCoC2,38
ThCoSi3,107
ThCoSn,189
ThCu2,191
ThGa2,141
ThGa2,191
ThGaAu2,225
ThGaIr,189
ThGaPt,189
ThGe,225
ThGe2,63
ThGe2,65
ThGe2,141
ThHN,216
ThIn3,221
ThInAg2,2
ThInAu2,225
ThInPd,189
ThInPt,189
ThInRu2,225
ThMg2Sc,225
ThMgHg2,225
ThMgRh2,225
ThMgZn2,225
ThMnSe3,63
ThNbPt,216
ThNiSn,216
ThPd,62
ThPdPb,216
ThPt,63
ThRe2,194
ThReB4,65
ThRu,63
ThRu3C,221
ThRuPt,216
ThSb,221
ThSb,225
ThSb2,129
ThSbIr,216
ThSbRh,216
ThScIn,216
ThScNb,216
ThScRu,216
ThScTa,216
ThScZn,216
ThSi,62
ThSi2,141
ThSi2,191
ThSi2Ru3,191
ThSi2Ru3,193
ThSi3Ir,107
ThSi3Os,107
ThSi3Rh,107
ThSi3Ru,107
ThSiAu,187
ThSiNi,109
ThSn2,63
ThSn3,221
ThSnAu2,225
ThSnPt,216
ThSnRh,189
ThSnRu2,225
ThTaN3,63
ThTaN3,221
ThTaPt,216
ThTlPd,216
ThV,221
ThZn2,191
ThZn4,139
ThZnAu2,225
ThZnPt,216
ThZnRh2,225
ThZr2H7,227
Ti,191
Ti,194
Ti(SiPd)2,139
Ti(SiRu)2,139
Ti2Ag,139
Ti2AgMo,123
Ti2AgW,123
Ti2AlAu,216
Ti2AlC,194
Ti2AlCr,216
Ti2AlCu,123
Ti2AlCu,216
Ti2AlFe,216
Ti2AlIn,123
Ti2AlMo,123
Ti2AlMo,225
Ti2AlNi,216
Ti2AlOs,225
Ti2AlPd,216
Ti2AlRe,225
Ti2AlRu,216
Ti2AlTc,225
Ti2AlV,216
Ti2AlW,71
Ti2AlW,123
Ti2AlZn,123
Ti2AlZn,216
Ti2AsIr,216
Ti2AsOs,216
Ti2AsP,216
Ti2AsRh,216
Ti2AsW,216
Ti2BRh6,225
Ti2BeCo,119
Ti2BeGa,99
Ti2BeMo,99
Ti2BeMo,119
Ti2BeMo,123
Ti2BeRe,71
Ti2BeZn,123
Ti2Bi,139
Ti2Bi2O7,227
Ti2C,227
Ti2CdW,123
Ti2Co,227
Ti2CoGe,216
Ti2CoIr,225
Ti2CoMo,71
Ti2CoMo,225
Ti2CoOs,225
Ti2CoRe,225
Ti2CoSb,216
Ti2CoSi,216
Ti2CoSn,216
Ti2CoTc,225
Ti2CrIr,225
Ti2CrPt,225
Ti2Cu,139
Ti2Cu3,139
Ti2CuAs,216
Ti2CuMo,123
Ti2CuNi,25
Ti2CuOs,123
Ti2CuRe,71
Ti2CuRe,225
Ti2CuRu,123
Ti2CuSb3,115
Ti2CuTc,123
Ti2CuTc,225
Ti2CuW,123
Ti2FeAs,216
Ti2FeGe,216
Ti2FeIr,225
Ti2FeMo,71
Ti2FeNi,225
Ti2FeRu,225
Ti2FeSi,216
Ti2FeSn,216
Ti2Ga,194
Ti2Ga,216
Ti2Ga3,83
Ti2GaAu,123
Ti2GaC,194
Ti2GaCo,216
Ti2GaFe,216
Ti2GaIr,216
Ti2GaNi,216
Ti2GaPd,123
Ti2GaRh,216
Ti2GaTc,123
Ti2GaTc,225
Ti2GaW,71
Ti2GeC,194
Ti2GePt,216
Ti2GeRu,216
Ti2H3Pd,123
Ti2In,216
Ti2InC,194
Ti2InCo,216
Ti2InCo,225
Ti2InFe,216
Ti2InHg,123
Ti2InN,194
Ti2InNi,216
Ti2InNi,225
Ti2InPd,225
Ti2InRh,225
Ti2InTc,123
Ti2InW,123
Ti2IrOs,225
Ti2IrRu,225
Ti2IrW,225
Ti2MnAg,123
Ti2MnAl,216
Ti2MnBe,119
Ti2MnBe,225
Ti2MnCo,225
Ti2MnCu,71
Ti2MnCu,123
Ti2MnFe,225
Ti2MnGa,123
Ti2MnGa,216
Ti2MnGe,216
Ti2MnIn,216
Ti2MnIr,225
Ti2MnMo,71
Ti2MnNi,225
Ti2MnOs,225
Ti2MnRe,225
Ti2MnRh,225
Ti2MnRu,225
Ti2MnSi,216
Ti2MnSn,216
Ti2MoAs,216
Ti2MoAu,71
Ti2MoIr,225
Ti2MoOs,71
Ti2MoOs,123
Ti2MoOs,225
Ti2MoPb,123
Ti2MoPd,123
Ti2MoPd,225
Ti2MoPt,225
Ti2MoRh,71
Ti2MoRh,123
Ti2MoRh,225
Ti2MoRu,71
Ti2MoRu,123
Ti2MoW,71
Ti2N,141
Ti2NbAg,123
Ti2NbAl,63
Ti2NbAl5,139
Ti2NbAu,123
Ti2NbCu,123
Ti2NbGa,123
Ti2NbGa,225
Ti2NbHg,123
Ti2NbIn,123
Ti2NbIr,71
Ti2NbNi,123
Ti2NbPb,123
Ti2NbPd,123
Ti2NbPd,225
Ti2NbPt,71
Ti2NbPt,123
Ti2NbPt,225
Ti2NbRh,123
Ti2NbRh,225
Ti2NbRu,123
Ti2NbRu,225
Ti2NbSb,123
Ti2NbSi,123
Ti2NbSn,123
Ti2NbSn,225
Ti2NbTl,123
Ti2NbW,71
Ti2NbZn,71
Ti2NbZn,123
Ti2NiGe,216
Ti2NiIr,225
Ti2NiMo,123
Ti2NiMo,225
Ti2NiOs,225
Ti2NiPt,216
Ti2NiW,123
Ti2O3,167
Ti2OsRh,225
Ti2OsRu,225
Ti2PbC,194
Ti2Pd,139
Ti2Pd3,63
Ti2PdW,123
Ti2PtW,71
Ti2PtW,123
Ti2Re,164
Ti2ReAs,216
Ti2ReB2,127
Ti2ReIr,225
Ti2ReMo,71
Ti2ReNi,225
Ti2ReOs,225
Ti2RePd,225
Ti2RePt,225
Ti2ReRh,225
Ti2ReRu,225
Ti2Rh,139
Ti2RhW,123
Ti2RuRh,123
Ti2SbP,194
Ti2SbPd,123
Ti2SiOs,216
Ti2SiPd,216
Ti2SiPt,216
Ti2SiRu,216
Ti2SiTc,216
Ti2Sn,194
Ti2SnAu,139
Ti2SnC,194
Ti2SnMo,123
Ti2SnRu,216
Ti2SnW,123
Ti2TcIr,225
Ti2TcMo,71
Ti2TcMo,225
Ti2TcOs,225
Ti2TcPd,123
Ti2TcPt,225
Ti2TcRh,225
Ti2TcRu,123
Ti2TcRu,225
Ti2TlC,194
Ti2VAu,123
Ti2VCu,123
Ti2VNi,123
Ti2VOs,225
Ti2VPb,123
Ti2VPd,123
Ti2VPt,123
Ti2VRh,71
Ti2VSn,123
Ti2VTc,71
Ti2Zn,139
Ti2ZnCo,225
Ti2ZnCr,123
Ti2ZnMo,123
Ti2ZnMo,225
Ti2ZnNi,225
Ti2ZnOs,71
Ti2ZnOs,123
Ti2ZnRe,225
Ti2ZnSn,123
Ti2ZnTc,123
Ti2ZnTc,225
Ti2ZnW,123
Ti3Ag,221
Ti3AgMo2,123
Ti3Al,194
Ti3AlC,221
Ti3As,223
Ti3Au,223
Ti3B4,71
Ti3CdMo2,123
Ti3Cu,123
Ti3Cu,221
Ti3Cu4,139
Ti3CuMo2,123
Ti3CuRu2,123
Ti3Fe2Ru,123
Ti3Ga,139
Ti3Ga,191
Ti3Ga,194
Ti3Ga,223
Ti3Ga,225
Ti3Ga2Rh,123
Ti3GaMo2,123
Ti3GeC2,194
Ti3H3Au,223
Ti3Hg,223
Ti3In,139
Ti3In,194
Ti3In,221
Ti3In,223
Ti3In,225
Ti3In3Rh2,189
Ti3Ir,223
Ti3Mn2Ga,123
Ti3Mo2Au,123
Ti3Mo2Pd,123
Ti3Mo2Rh,123
Ti3MoRh2,123
Ti3Nb,139
Ti3Nb,221
Ti3NbFe2,123
Ti3NiMo2,123
Ti3O,193
Ti3O5,63
Ti3Pd,223
Ti3Pd5,123
Ti3Pt,223
Ti3Sb,223
Ti3SiC2,194
Ti3SnC2,63
Ti3TlC,221
Ti3VRh2,123
Ti3Zn,221
Ti3Zn2Mo,123
Ti3Zn2W,123
Ti3ZnFe2,123
Ti3ZnGa2,123
Ti3ZnMo2,123
Ti3ZnTc2,123
Ti4Al11Zn,99
Ti4CuAg,123
Ti4Ga3Ni2,189
Ti4GaS8,216
Ti4Mo3,166
Ti4Zn,139
Ti5AgSn3,193
Ti5CuSb2,140
Ti5Ga4,193
Ti5Ru,123
Ti5Si4,92
Ti5Sn3,63
Ti5Zn3,123
Ti6Al16Pd7,225
Ti6Al16Pt7,225
Ti6Al16Ru7,225
Ti6AlGa,187
Ti6Ga16Ru7,225
Ti6Si7Ni16,225
Ti6ZnSn,187
Ti8Cu3Ni,123
TiAg,123
TiAg,129
TiAgB,216
TiAgHg2,123
TiAl,123
TiAl2Ga,123
TiAl2Ga,139
TiAl2Mo,225
TiAl2Pd,123
TiAl2V,225
TiAl2Zn,123
TiAl6Mo,123
TiAlAg,216
TiAlAu,216
TiAlAu2,225
TiAlCo2,225
TiAlCu2,225
TiAlCuPt,216
TiAlCuRh,216
TiAlFe2,225
TiAlFeCo,216
TiAlIr2,225
TiAlMo2,99
TiAlNi2,225
TiAlOsRu,216
TiAlPd,187
TiAlPd2,225
TiAlPt,194
TiAlRh2,225
TiAlRu2,225
TiAlTc2,225
TiAlV,194
TiAlZn,187
TiAlZn2,99
TiAlZn2,123
TiAlZnRh,216
TiAs,194
TiAsIr,216
TiAsPd,189
TiAsPd2,216
TiAsRh,62
TiAsRh,216
TiAsW2,216
TiAu,129
TiAu,221
TiAu2,139
TiAu4,87
TiAuBr,216
TiAuCl,216
TiB,62
TiB2,191
TiB2Mo,38
TiB2W,38
TiBAu,216
TiBe,221
TiBe2,227
TiBe2Cd,225
TiBe2Ir,225
TiBe2Nb,119
TiBe2Nb,139
TiBe2Os,119
TiBe2Pt,216
TiBe2Rh,216
TiBe2Ru,139
TiBe2V,119
TiBe2V,123
TiBe2W,123
TiBe4Mo,216
TiBe4W,216
TiBeBi2,139
TiBeCd2,216
TiBeCo2,119
TiBeCo2,225
TiBeFe2,225
TiBeGa2,119
TiBeGa2,123
TiBeGe2,119
TiBeHg,216
TiBeIr2,225
TiBeOs2,225
TiBePd4,216
TiBeRh2,119
TiBeRh2,225
TiBeRuPt,216
TiBeSi2,119
TiBeSi2,139
TiBeV,107
TiBeV2,99
TiBeV2,119
TiBeW,107
TiBeZn,216
TiBeZn2,216
TiBiIr,216
TiBiRh,216
TiBiRh2,139
TiBr4,205
TiC,225
TiCdHg2,123
TiCdO3,62
TiCdPd2,71
TiCo,221
TiCo2Ge,139
TiCo2Ge,225
TiCo2P,225
TiCo2Sb,225
TiCo2Si,225
TiCo2Sn,225
TiCoAs,216
TiCoBi,216
TiCoGe,189
TiCoIr2,225
TiCoP,216
TiCoSb,216
TiCoSn,216
TiCr2,227
TiCr2Mo,225
TiCr4Mo,216
TiCrAg,216
TiCrMo2,71
TiCrRe2,71
TiCrTc2,225
TiCu,129
TiCu,221
TiCu2,63
TiCu2,191
TiCu3,59
TiCuB,216
TiCuHg2,216
TiCuNi,107
TiCuRh,107
TiCuSi,62
TiCuSiP,129
TiCuSn,186
TiF2,225
TiFe,221
TiFe2As,225
TiFe2Ge,225
TiFe2Sb,225
TiFe2Si,225
TiFe2Sn,225
TiFePo,216
TiFeS,216
TiFeSb,216
TiFeSe,216
TiFeSn,216
TiFeTe,216
TiGa,123
TiGa2Ni,123
TiGa2Pd,123
TiGa2Rh,225
TiGa2Ru,225
TiGa3,139
TiGa4Rh,123
TiGa5Co,123
TiGa5Ni,123
TiGaAg,216
TiGaAs,216
TiGaAu,216
TiGaAu2,71
TiGaCo,187
TiGaCo2,225
TiGaCu,216
TiGaCu2,225
TiGaFe,187
TiGaFe2,225
TiGaFeCo,216
TiGaIr2,225
TiGaNi,189
TiGaNi2,225
TiGaPd,194
TiGaPd2,139
TiGaPd2,225
TiGaPt,194
TiGaRh,216
TiGaRh2,225
TiGaRu2,123
TiGaRu2,225
TiGaTc2,225
TiGaTcRh,216
TiGeAs,216
TiGePd,62
TiGePd,189
TiGePd,216
TiGePt,216
TiGeRu,46
TiGeRu,187
TiGeRu2,225
TiH,131
TiHg,123
TiIn,123
TiIn2Pd,12
TiIn3,139
TiInAg,216
TiInAu,216
TiInAu2,225
TiInCo2,225
TiInCu2,225
TiInFe2,225
TiInNi2,225
TiInNi4,216
TiInPd,187
TiInPd2,225
TiInPt,216
TiInPt2,123
TiInRh,187
TiInRh2,123
TiInRh2,225
TiInRuRh,216
TiIr,123
TiIr3,221
TiMn2Al,225
TiMn2Cr,225
TiMn2Ga,225
TiMn2Ge,225
TiMn2Mo,225
TiMn2Nb,71
TiMn2Nb,225
TiMn2P,225
TiMn2Si,225
TiMn2Sn,225
TiMn2V,225
TiMn2W,225
TiMn4W,216
TiMnCo2,225
TiMnNbFe,216
TiMnNbMo,216
TiMnNbOs,216
TiMnRh2,225
TiMnTcW,216
TiMnTe,216
TiMnV,42
TiMnV2,35
TiMnV2,123
TiMnW,107
TiMo,74
TiMo2As,216
TiMo2W,71
TiMo2W,123
TiMo2W,225
TiMo3,71
TiMo3,225
TiMoAs,187
TiMoAs2,99
TiMoP2,164
TiN,225
TiNb,65
TiNb2Mo,71
TiNb2Mo,123
TiNb2Ru,225
TiNb2Tc,123
TiNb2Tc,225
TiNb2W,123
TiNb2W,225
TiNbMo2,123
TiNbMo2,225
