formula,kappa_L,kappa_units,temperature_K,method,method_tier,tier_name,weight,struct_a_A,struct_spacegroup,struct_sg_symbol,struct_prototype,struct_site_ordering,struct_species,struct_frac_coords,struct_grade,lattice_convention,source,source_doi,source_url,source_location,struct_source,struct_source_url,struct_source_detail,struct_id,struct_same_paper_as_kappa,stoichiometry,parent_formula,sys,kappa_basis,data_origin
Al0.7V1Fe2Si0.3,5.0,W/m/K,200.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.7V1Fe2Si0.3,4.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.6V1Fe2Si0.4,5.5,W/m/K,100.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.6V1Fe2Si0.4,4.0,W/m/K,200.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.6V1Fe2Si0.4,3.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.5V1Fe2Si0.5,5.0,W/m/K,100.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.5V1Fe2Si0.5,3.5,W/m/K,200.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al0.5V1Fe2Si0.5,2.5,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.75.064204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.95Ni0.05,12.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.96.045204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.9Ni0.1,8.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.96.045204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.8Ni0.2,6.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.96.045204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,experimental
Al1V1Fe1.75Ni0.25,10.0,W/m/K,300.0,"experimental, doped/substituted sample (lattice kappa as published)",0,experimental,0.6,5.65709,225.0,Fm-3m,full_Heusler_L21,,"[""Al"", ""V"", ""Fe"", ""Fe""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,doped_recovery,10.1103/physrevb.96.045204,,,parent_compound,,structure inherited from the stoichiometric parent; substitution shifts a by <1%,,False,doped,AlVFe2,Al-Fe-V,reported_lattice,theoretical
