formula,kappa_L,kappa_units,temperature_K,method,method_tier,tier_name,weight,struct_a_A,struct_spacegroup,struct_sg_symbol,struct_prototype,struct_site_ordering,struct_species,struct_frac_coords,struct_grade,lattice_convention,source,source_doi,source_url,source_location,struct_source,struct_source_url,struct_source_detail,struct_id,struct_same_paper_as_kappa,stoichiometry,parent_formula
NbCo2Sn,4.34209,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.1734,225.0,Fm-3m,full_Heusler_L21,,"[""Nb"", ""Co"", ""Co"", ""Sn""]","[[0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Nb1Sn1_ICSD_102554,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15412.xml,JARVIS-DFT (NIST),JVASP-15412,False,stoichiometric,NbCo2Sn
NbGaNi2,6.63232,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,5.99076,225.0,Fm-3m,full_Heusler_L21,,"[""Nb"", ""Ga"", ""Ni"", ""Ni""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Nb1Ni2_ICSD_103839,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15228.xml,JARVIS-DFT (NIST),JVASP-15228,False,stoichiometric,NbGaNi2
ScAlAg2,1.73563,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.58695,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Al"", ""Ag"", ""Ag""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Al1Sc1_ICSD_57333,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-193857.xml,JARVIS-DFT (NIST),JVASP-193857,False,stoichiometric,ScAlAg2
ScAlAu2,0.903351,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.58632,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Al"", ""Au"", ""Au""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Sc1_ICSD_57505,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-16356.xml,JARVIS-DFT (NIST),JVASP-16356,False,stoichiometric,ScAlAu2
ScAlCu2,5.8271,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.20912,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Al"", ""Cu"", ""Cu""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu2Sc1_ICSD_57709,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-17418.xml,JARVIS-DFT (NIST),JVASP-17418,False,stoichiometric,ScAlCu2
ScCo2Sn,4.41102,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.19201,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Co"", ""Co"", ""Sn""]","[[0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Sc1Sn1_ICSD_102646,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15267.xml,JARVIS-DFT (NIST),JVASP-15267,False,stoichiometric,ScCo2Sn
ScGaCu2,2.76616,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.18643,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Ga"", ""Cu"", ""Cu""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Ga1Sc1_ICSD_102930,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-16499.xml,JARVIS-DFT (NIST),JVASP-16499,False,stoichiometric,ScGaCu2
ScGaPd2,2.43747,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.34682,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Ga"", ""Pd"", ""Pd""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Pd2Sc1_ICSD_103909,,Materials Project,https://next-gen.materialsproject.org/materials/mp-30661,"Materials Project (OPTIMADE, keyless)",mp-30661,False,stoichiometric,ScGaPd2
ScInAg2,0.930198,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.76755,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""In"", ""Ag"", ""Ag""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1Sc1_ICSD_58298,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-18587.xml,JARVIS-DFT (NIST),JVASP-18587,False,stoichiometric,ScInAg2
ScInCu2,3.51917,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.4119,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""In"", ""Cu"", ""Cu""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2In1Sc1_ICSD_103009,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-17953.xml,JARVIS-DFT (NIST),JVASP-17953,False,stoichiometric,ScInCu2
ScInNi2,6.19793,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.26095,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""In"", ""Ni"", ""Ni""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Ni2Sc1_ICSD_59446,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-18039.xml,JARVIS-DFT (NIST),JVASP-18039,False,stoichiometric,ScInNi2
ScInPd2,3.73186,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.56749,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""In"", ""Pd"", ""Pd""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Pd2Sc1_ICSD_59481,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-18839.xml,JARVIS-DFT (NIST),JVASP-18839,False,stoichiometric,ScInPd2
ScInPt2,2.77742,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.55834,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""In"", ""Pt"", ""Pt""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Pt2Sc1_ICSD_59502,,Materials Project,https://next-gen.materialsproject.org/materials/mp-20521,"Materials Project (OPTIMADE, keyless)",mp-20521,False,stoichiometric,ScInPt2
ScNi2Sn,5.89955,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.25669,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Ni"", ""Ni"", ""Sn""]","[[0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Sc1Sn1_ICSD_105339,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15403.xml,JARVIS-DFT (NIST),JVASP-15403,False,stoichiometric,ScNi2Sn
ScSnPd2,2.92126,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.57867,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Sn"", ""Pd"", ""Pd""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pd2Sc1Sn1_ICSD_601324,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-8073.xml,JARVIS-DFT (NIST),JVASP-8073,False,stoichiometric,ScSnPd2
ScSnPt2,1.47765,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.62505,225.0,Fm-3m,full_Heusler_L21,,"[""Sc"", ""Sn"", ""Pt"", ""Pt""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt2Sc1Sn1_ICSD_105788,,Materials Project,https://next-gen.materialsproject.org/materials/mp-30844,"Materials Project (OPTIMADE, keyless)",mp-30844,False,stoichiometric,ScSnPt2
TaAlCo2,13.6196,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,5.94745,225.0,Fm-3m,full_Heusler_L21,,"[""Ta"", ""Al"", ""Co"", ""Co""]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Co2Ta1_ICSD_57634,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15192.xml,JARVIS-DFT (NIST),JVASP-15192,False,stoichiometric,TaAlCo2
TaGaCo2,11.2182,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,5.94021,225.0,Fm-3m,full_Heusler_L21,,"[""Ta"", ""Ga"", ""Co"", ""Co""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Ga1Ta1_ICSD_102451,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-18667.xml,JARVIS-DFT (NIST),JVASP-18667,False,stoichiometric,TaGaCo2
TaGaNi2,5.1066,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,5.9722,225.0,Fm-3m,full_Heusler_L21,,"[""Ta"", ""Ga"", ""Ni"", ""Ni""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Ni2Ta1_ICSD_103881,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-17991.xml,JARVIS-DFT (NIST),JVASP-17991,False,stoichiometric,TaGaNi2
TbInAg2,1.21589,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.98357,225.0,Fm-3m,full_Heusler_L21,,"[""Tb"", ""In"", ""Ag"", ""Ag""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1Tb1_ICSD_56987,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-18208.xml,JARVIS-DFT (NIST),JVASP-18208,False,stoichiometric,TbInAg2
TbInAu2,1.17634,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.9989,225.0,Fm-3m,full_Heusler_L21,,"[""Tb"", ""In"", ""Au"", ""Au""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Tb1_ICSD_58508,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-56740.xml,JARVIS-DFT (NIST),JVASP-56740,False,stoichiometric,TbInAu2
TbSnPd2,1.00417,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.80056,225.0,Fm-3m,full_Heusler_L21,,"[""Tb"", ""Sn"", ""Pd"", ""Pd""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pd2Sn1Tb1_ICSD_105694,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15565.xml,JARVIS-DFT (NIST),JVASP-15565,False,stoichiometric,TbSnPd2
ThInAu2,0.595008,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,7.18174,225.0,Fm-3m,full_Heusler_L21,,"[""Th"", ""In"", ""Au"", ""Au""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Th1_ICSD_58509,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-54595.xml,JARVIS-DFT (NIST),JVASP-54595,False,stoichiometric,ThInAu2
Ti2AlCu,6.26188,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.30178,216.0,F-43m,inverse_Heusler_XA,,"[""Ti"", ""Ti"", ""Al"", ""Cu""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.5, 0.5, 0.5]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu1Ti2_ICSD_185881,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-37058.xml,JARVIS-DFT (NIST),JVASP-37058,False,stoichiometric,Ti2AlCu
Ti2MnAl,4.38099,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.12728,216.0,F-43m,inverse_Heusler_XA,,"[""Ti"", ""Ti"", ""Mn"", ""Al""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Mn1Ti2_ICSD_185877,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-37048.xml,JARVIS-DFT (NIST),JVASP-37048,False,stoichiometric,Ti2MnAl
Ti2MnGa,2.48344,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.08399,216.0,F-43m,inverse_Heusler_XA,,"[""Ti"", ""Ti"", ""Mn"", ""Ga""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Mn1Ti2_ICSD_189697,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-79540.xml,JARVIS-DFT (NIST),JVASP-79540,False,stoichiometric,Ti2MnGa
Ti2MnIn,0.923756,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.32479,216.0,F-43m,inverse_Heusler_XA,,"[""Ti"", ""Ti"", ""Mn"", ""In""]","[[0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Mn1Ti2_ICSD_189700,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-35696.xml,JARVIS-DFT (NIST),JVASP-35696,False,stoichiometric,Ti2MnIn
TiAlAu2,1.18828,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.45212,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Al"", ""Au"", ""Au""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Ti1_ICSD_57507,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-17414.xml,JARVIS-DFT (NIST),JVASP-17414,False,stoichiometric,TiAlAu2
TiAlCo2,213.507,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,5.82133,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Al"", ""Co"", ""Co""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Co2Ti1_ICSD_185966,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15570.xml,JARVIS-DFT (NIST),JVASP-15570,False,stoichiometric,TiAlCo2
TiAlCu2,7.30709,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.03548,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Al"", ""Cu"", ""Cu""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Cu2Ti1_ICSD_185280,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15444.xml,JARVIS-DFT (NIST),JVASP-15444,False,stoichiometric,TiAlCu2
TiCo2Si,6.29005,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,5.75015,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Co"", ""Co"", ""Si""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.0, 0.0, 0.0]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Si1Ti1_ICSD_185969,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15250.xml,JARVIS-DFT (NIST),JVASP-15250,False,stoichiometric,TiCo2Si
TiCo2Sn,3.67036,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.07655,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Co"", ""Co"", ""Sn""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.0, 0.0, 0.0]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Sn1Ti1_ICSD_102682,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-18102.xml,JARVIS-DFT (NIST),JVASP-18102,False,stoichiometric,TiCo2Sn
TiGaCo2,31.807,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,5.8159,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Ga"", ""Co"", ""Co""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Ga1Ti1_ICSD_102453,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-17613.xml,JARVIS-DFT (NIST),JVASP-17613,False,stoichiometric,TiGaCo2
TiInAu2,0.768261,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.65194,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""In"", ""Au"", ""Au""]","[[0.5, 0.5, 0.49999], [1e-05, 0.99999, 1.0], [0.24999, 0.25, 0.24999], [0.75001, 0.75001, 0.75002]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Ti1_ICSD_58510,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-54577.xml,JARVIS-DFT (NIST),JVASP-54577,False,stoichiometric,TiInAu2
TiInCu2,4.08727,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.2363,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Cu"", ""Cu"", ""In""]","[[0.75, 0.75, 0.75], [1.0, 0.0, 0.0], [0.49999, 0.5, 0.5], [0.25, 0.25, 0.25]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2In1Ti1_ICSD_103020,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-193550.xml,JARVIS-DFT (NIST),JVASP-193550,False,stoichiometric,TiInCu2
TiInNi2,8.80582,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.11307,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""In"", ""Ni"", ""Ni""]","[[0.5, 0.5, 0.5], [0.0, 0.0, 0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Ni2Ti1_ICSD_54596,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-18219.xml,JARVIS-DFT (NIST),JVASP-18219,False,stoichiometric,TiInNi2
TiNi2Sb,3.79611,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.12924,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Ni"", ""Ni"", ""Sb""]","[[0.5, 0.5, 0.5], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Sb1Ti1_ICSD_76700,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-15947.xml,JARVIS-DFT (NIST),JVASP-15947,False,stoichiometric,TiNi2Sb
TiNi2Sn,4.8569,W/m/K,300.0,AGL Debye-Gruneisen (quasi-harmonic),3,semi-empirical,0.3,6.11411,225.0,Fm-3m,full_Heusler_L21,,"[""Ti"", ""Ni"", ""Ni"", ""Sn""]","[[0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25], [0.0, 0.0, 0.0]]",A,conventional,AFLOW AGL,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2Sn1Ti1_ICSD_105369,,JARVIS-DFT (NIST),https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-8045.xml,JARVIS-DFT (NIST),JVASP-8045,False,stoichiometric,TiNi2Sn
